name,country,suburb,repo_id,live_id,tier,dist_m,note
9 Degrees Alexandria,AU,Alexandria,seed-0,seed-0,T1-exact-id,0,
9 Degrees Lane Cove,AU,Lane Cove West,seed-1,seed-1,T1-exact-id,0,
9 Degrees Parramatta,AU,Rydalmere,seed-2,seed-2,T1-exact-id,0,
9 Degrees Waterloo,AU,Waterloo,seed-3,seed-3,T1-exact-id,0,
NOMAD Bouldering,AU,Annandale,seed-4,seed-4,T1-exact-id,0,
NOMAD Bouldering Gladesville,AU,Gladesville,seed-5,seed-5,T1-exact-id,0,
Sydney Indoor Climbing Gym – St Peters,AU,St Peters,seed-6,seed-6,T1-exact-id,0,
Elevate Climbing Villawood,AU,Villawood,seed-7,seed-7,T1-exact-id,0,
Climb Fit St Leonards,AU,St Leonards,seed-8,seed-8,T1-exact-id,0,
Climb Fit Macquarie,AU,Macquarie Park,seed-9,seed-9,T1-exact-id,0,
Climb Fit Kirrawee,AU,Kirrawee,seed-10,seed-10,T1-exact-id,0,
The Ledge Climbing Centre,AU,Camperdown,seed-11,seed-11,T1-exact-id,0,
The Edge Rock Climbing Centre,AU,Castle Hill,seed-12,seed-12,T1-exact-id,0,
The Climbing Centre,AU,Penrith,seed-13,seed-13,T1-exact-id,0,
BlocHaus Marrickville,AU,Marrickville,seed-14,seed-14,T1-exact-id,0,
BlocHaus Leichhardt,AU,Leichhardt,seed-15,seed-15,T1-exact-id,0,
Beta One Bouldering Gym,AU,South Granville,seed-16,seed-16,T1-exact-id,0,
Climbing Collective,AU,Jamisontown,seed-17,seed-17,T1-exact-id,0,
1UP Bouldering,AU,Chullora,seed-18,seed-18,T1-exact-id,0,
Northern Beaches Rockhouse,AU,Brookvale,seed-19,seed-19,T1-exact-id,0,
Skywood Climbing,AU,Freshwater,seed-20,seed-20,T1-exact-id,0,
Hangdog Climbing Gym,AU,Coniston,seed-21,seed-21,T1-exact-id,0,
Camp Street Climbing,AU,Katoomba,seed-22,seed-22,T1-exact-id,0,
Pulse Climbing,AU,Warners Bay,seed-23,seed-23,T1-exact-id,0,
Albury Indoor Rock Climbing,AU,Albury,seed-24,seed-24,T1-exact-id,0,
Dynomite North Wollongong,AU,North Wollongong,seed-25,seed-25,T1-exact-id,0,
Dynomite Albion Park Rail,AU,Albion Park Rail,seed-26,seed-26,T1-exact-id,0,
Sandbox Bouldering Gym,AU,Silverwater,seed-27,seed-27,T1-exact-id,0,
Mountain Strong,AU,Fyshwick,seed-28,seed-28,T1-exact-id,0,
BlocHaus Bouldering Canberra,AU,Fyshwick,seed-29,seed-29,T1-exact-id,0,
BlocHaus Bouldering Mitchell,AU,Mitchell,seed-30,seed-30,T1-exact-id,0,
Hardrock Climbing,AU,Melbourne CBD,seed-31,seed-31,T1-exact-id,0,
Hardrock Climbing Company,AU,Nunawading,seed-32,seed-32,T1-exact-id,0,
BlocHaus Bouldering,AU,Port Melbourne,seed-33,seed-33,T1-exact-id,0,
Bayside Rock Climbing,AU,Carrum Downs,seed-34,seed-34,T1-exact-id,0,
Northside Boulders,AU,Brunswick,seed-35,seed-35,T1-exact-id,0,
Northside Boulders,AU,Northcote,seed-36,seed-36,T1-exact-id,0,
Urban Climb,AU,Collingwood,seed-37,seed-37,T1-exact-id,0,
Urban Climb,AU,Blackburn,seed-38,seed-38,T1-exact-id,0,
Boulder Lab,AU,Ferntree Gully,seed-39,seed-39,T1-exact-id,0,
Gravity Worx,AU,Pascoe Vale,seed-40,seed-40,T1-exact-id,0,
UP Climbing,AU,Balaclava,seed-41,seed-41,T1-exact-id,0,
La Roca Boulders,AU,Oakleigh South,seed-42,seed-42,T1-exact-id,0,
Cliffhanger Climbing Gym,AU,Altona North,seed-43,seed-43,T1-exact-id,0,
Rocket Climbing,AU,Footscray,seed-44,seed-44,T1-exact-id,0,
9 Degrees Bouldering,AU,Enoggera,seed-45,seed-45,T1-exact-id,0,
Urban Climb Milton,AU,Milton,seed-46,seed-46,T1-exact-id,0,
Urban Climb Newstead,AU,Newstead,seed-47,seed-47,T1-exact-id,0,
Urban Climb West End,AU,West End,seed-48,seed-48,T1-exact-id,0,
BOUNCE Hendra,AU,Hendra,seed-49,seed-49,T1-exact-id,0,
Rockit Climbing Gym,AU,Warana,seed-50,seed-50,T1-exact-id,0,
Core Climbing,AU,Carrara,seed-51,seed-51,T1-exact-id,0,
Bould Move,AU,Birtinya,seed-52,seed-52,T1-exact-id,0,
Alpine Indoor Climbing,AU,Robina,seed-53,seed-53,T1-exact-id,0,
Climb Toowoomba,AU,Toowoomba,seed-54,seed-54,T1-exact-id,0,
Crank,AU,Macgregor,seed-55,seed-55,T1-exact-id,0,
Rocksports,AU,Fortitude Valley,seed-56,seed-56,T1-exact-id,0,
Rocky Climb,AU,Rockhampton,seed-57,seed-57,T1-exact-id,0,
SIX Degrees Bouldering Gym,AU,Atherton,seed-58,seed-58,T1-exact-id,0,
Adrenaline Vault,AU,Belmont,seed-59,seed-59,T1-exact-id,0,
City Summit,AU,Malaga,seed-60,seed-60,T1-exact-id,0,
Portside Boulders,AU,O'Connor,seed-61,seed-61,T1-exact-id,0,
Portside Boulders,AU,Osborne Park,seed-62,seed-62,T1-exact-id,0,
Rockface,AU,Balcatta,seed-63,seed-63,T1-exact-id,0,
The Boulder Hub,AU,Wangara,seed-64,seed-64,T1-exact-id,0,
Urban Jungle,AU,Jandakot,seed-65,seed-65,T1-exact-id,0,
Adelaide's Bouldering Club (BoulderZone),AU,Thebarton,seed-66,seed-66,T1-exact-id,0,
Beyond Bouldering,AU,Kent Town,seed-67,seed-67,T1-exact-id,0,
Beyond Bouldering,AU,Keswick,seed-68,seed-68,T1-exact-id,0,
Beyond Bouldering,AU,Clovelly Park,seed-69,seed-69,T1-exact-id,0,
Vertical Reality Climbing,AU,Holden Hill,seed-70,seed-70,T1-exact-id,0,
Southern Boulder,AU,Hope Forest,seed-71,seed-71,T1-exact-id,0,
Beta Park,AU,Invermay,seed-72,seed-72,T1-exact-id,0,
Rock It Climbing Centre,AU,Hobart,seed-73,seed-73,T1-exact-id,0,
Movement Boulder,US,Boulder,seed-74,seed-74,T1-exact-id,0,
Movement Baker,US,Denver,seed-75,seed-75,T1-exact-id,0,
Adventure Unlimited Rock Gym,US,Buena Vista,seed-76,seed-76,T1-exact-id,0,
Ascent Studio,US,Fort Collins,seed-77,seed-77,T1-exact-id,0,
Basecamp Bouldering,US,Ouray,seed-78,seed-78,T1-exact-id,0,
Boulder Rock Club,US,Boulder,seed-79,seed-79,T1-exact-id,0,
CityRock Colorado Springs,US,Colorado Springs,seed-80,seed-80,T1-exact-id,0,
Denver Bouldering Club,US,Denver,seed-81,seed-81,T1-exact-id,0,
Denver Bouldering Club North,US,Thornton,seed-82,seed-82,T1-exact-id,0,
Denver Bouldering Club South,US,Sheridan,seed-83,seed-83,T1-exact-id,0,
Eagle Climbing + Fitness,US,Eagle,seed-84,seed-84,T1-exact-id,0,
Epic Climbing Gym,US,Estes Park,seed-85,seed-85,T1-exact-id,0,
G1 Climbing + Fitness,US,Broomfield,seed-86,seed-86,T1-exact-id,0,
Grand Valley Climbing,US,Grand Junction,seed-87,seed-87,T1-exact-id,0,
Gravity Lab,US,Durango,seed-88,seed-88,T1-exact-id,0,
Greeley Climbing Collective,US,Greeley,seed-89,seed-89,T1-exact-id,0,
Grip Bouldering,US,Grand Junction,seed-90,seed-90,T1-exact-id,0,
Gripstone Climbing and Fitness,US,Colorado Springs,seed-91,seed-91,T1-exact-id,0,
Longmont Climbing Collective,US,Longmont,seed-92,seed-92,T1-exact-id,0,
Loveland Climbing Collective,US,Loveland,seed-93,seed-93,T1-exact-id,0,
Movement Centennial,US,Centennial,seed-94,seed-94,T1-exact-id,0,
Movement Englewood,US,Englewood,seed-95,seed-95,T1-exact-id,0,
Movement Golden,US,Golden,seed-96,seed-96,T1-exact-id,0,
Movement RiNo,US,Denver,seed-97,seed-97,T1-exact-id,0,
Pure Bouldering,US,Colorado Springs,seed-98,seed-98,T1-exact-id,0,
Springs Climbing Center,US,Colorado Springs,seed-99,seed-99,T1-exact-id,0,
Steamboat Climbing Collective,US,Steamboat Springs,seed-100,seed-100,T1-exact-id,0,
Summit Climbing Gym,US,Silverthorne,seed-101,seed-101,T1-exact-id,0,
The Spot – Boulder,US,Boulder,seed-102,seed-102,T1-exact-id,0,
The Spot – Denver,US,Denver,seed-103,seed-103,T1-exact-id,0,
The Spot Golden,US,Golden,seed-104,seed-104,T1-exact-id,0,
The Spot Louisville,US,Louisville,seed-105,seed-105,T1-exact-id,0,
The Spot Thornton,US,Thornton,seed-106,seed-106,T1-exact-id,0,
Übergrippen Indoor Climbing Crag,US,Castle Rock,seed-107,seed-107,T1-exact-id,0,
Whetstone,US,Fort Collins,seed-108,seed-108,T1-exact-id,0,
Bouldering Project Somerville,US,Somerville,seed-109,seed-109,T1-exact-id,0,
Brooklyn Boulders Chicago,US,"West Loop, Chicago",seed-110,seed-110,T1-exact-id,0,
Boneyard Boulders,US,Champaign,seed-111,seed-111,T1-exact-id,0,
Climb On,US,Homewood,seed-112,seed-112,T1-exact-id,0,
First Ascent – Arlington Heights,US,Arlington Heights,seed-113,seed-113,T1-exact-id,0,
First Ascent – Block 37,US,Chicago,seed-114,seed-114,T1-exact-id,0,
First Ascent – Humboldt Park,US,Chicago,seed-115,seed-115,T1-exact-id,0,
First Ascent – Peoria,US,Peoria,seed-116,seed-116,T1-exact-id,0,
First Ascent – Uptown,US,Chicago,seed-117,seed-117,T1-exact-id,0,
First Ascent Avondale,US,Chicago,seed-118,seed-118,T1-exact-id,0,
Horizon Climbing,US,Champaign,seed-119,seed-119,T1-exact-id,0,
Movement Lincoln Park,US,Chicago,seed-120,seed-120,T1-exact-id,0,
Movement Wrigleyville,US,Chicago,seed-121,seed-121,T1-exact-id,0,
North Wall,US,Crystal Lake,seed-122,seed-122,T1-exact-id,0,
Chicago Bouldering Collective,US,Chicago,seed-123,seed-123,T1-exact-id,0,
Old Town Indoor Rock Climbing,US,Chicago,seed-124,seed-124,T1-exact-id,0,
Rockaway Climbing Wall,US,Batavia,seed-125,seed-125,T1-exact-id,0,
The Proving Ground Bouldering Gym,US,Bloomington,seed-126,seed-126,T1-exact-id,0,
Upper Limits,US,Bloomington,seed-127,seed-127,T1-exact-id,0,
Urbana Boulders,US,Urbana,seed-128,seed-128,T1-exact-id,0,
Vertical Endeavors – Glendale Heights,US,Glendale Heights,seed-129,seed-129,T1-exact-id,0,
Austin Bouldering Project – Springdale,US,Austin,seed-130,seed-130,T1-exact-id,0,
Armadillo Boulders,US,San Antonio,seed-131,seed-131,T1-exact-id,0,
Armadillo Boulders – Camden St,US,San Antonio,seed-132,seed-132,T1-exact-id,0,
Armadillo Boulders – San Marcos,US,San Marcos,seed-133,seed-133,T1-exact-id,0,
Austin Bouldering Project Westgate,US,Austin,seed-134,seed-134,T1-exact-id,0,
Basin Climbing,US,Hewitt,seed-135,seed-135,T1-exact-id,0,
Boulders Sport Climbing Center,US,Harker Heights,seed-136,seed-136,T1-exact-id,0,
Canyons Rock Climbing,US,Frisco,seed-137,seed-137,T1-exact-id,0,
Cave Climbing Gym,US,El Paso,seed-138,seed-138,T1-exact-id,0,
Climb Capuchin,US,Houston,seed-139,seed-139,T1-exact-id,0,
CLIMB Woodlands,US,The Woodlands,seed-140,seed-140,T1-exact-id,0,
Crux Climbing Center,US,Austin,seed-141,seed-141,T1-exact-id,0,
Crux Climbing Center Central,US,Austin,seed-142,seed-142,T1-exact-id,0,
Crux Climbing Center Pflugerville,US,Pflugerville,seed-143,seed-143,T1-exact-id,0,
Dyno-Rock,US,Arlington,seed-144,seed-144,T1-exact-id,0,
Elevator Rock,US,Wichita Falls,seed-145,seed-145,T1-exact-id,0,
Inspire Cypress,US,Cypress,seed-146,seed-146,T1-exact-id,0,
InSPIRE Rock Lubbock,US,Lubbock,seed-147,seed-147,T1-exact-id,0,
Inspire Spring,US,Spring,seed-148,seed-148,T1-exact-id,0,
Mesa Rim Austin,US,Austin,seed-149,seed-149,T1-exact-id,0,
Momentum – Katy,US,Katy,seed-150,seed-150,T1-exact-id,0,
Momentum Silver Street,US,Houston,seed-151,seed-151,T1-exact-id,0,
Movement Dallas – The Hill,US,Dallas,seed-152,seed-152,T1-exact-id,0,
Movement Denton,US,Denton,seed-153,seed-153,T1-exact-id,0,
Movement Design District,US,Dallas,seed-154,seed-154,T1-exact-id,0,
Movement Fort Worth,US,Fort Worth,seed-155,seed-155,T1-exact-id,0,
Movement Grapevine,US,Grapevine,seed-156,seed-156,T1-exact-id,0,
Movement Plano,US,Plano,seed-157,seed-157,T1-exact-id,0,
Power Spot Climbing,US,Austin,seed-158,seed-158,T1-exact-id,0,
Sessions Climbing & Fitness,US,El Paso,seed-159,seed-159,T1-exact-id,0,
Siloville Climbing Gym,US,Hico,seed-160,seed-160,T1-exact-id,0,
Space City Rock Climbing Gym,US,League City,seed-161,seed-161,T1-exact-id,0,
Stone Co. Climbing,US,College Station,seed-162,seed-162,T1-exact-id,0,
The District,US,San Antonio,seed-163,seed-163,T1-exact-id,0,
Vertical World Seattle,US,"Magnolia, Seattle",seed-164,seed-164,T1-exact-id,0,
Bloc Yard Bouldering Gym,US,Spokane,seed-165,seed-165,T1-exact-id,0,
Castle Climbing Club,US,Seattle,seed-166,seed-166,T1-exact-id,0,
Cirque Climbing,US,Lacey,seed-167,seed-167,T1-exact-id,0,
Climb NORA,US,Federal Way,seed-168,seed-168,T1-exact-id,0,
Climb Tacoma,US,Tacoma,seed-169,seed-169,T1-exact-id,0,
Edgeworks Bellevue,US,Bellevue,seed-170,seed-170,T1-exact-id,0,
Edgeworks Climbing Bel-Red,US,Bellevue,seed-171,seed-171,T1-exact-id,0,
Edgeworks Tacoma,US,Tacoma,seed-172,seed-172,T1-exact-id,0,
Edgeworks Seattle,US,Seattle,seed-173,seed-173,T1-exact-id,0,
Endurance Climbing Gym,US,Burlington,seed-174,seed-174,T1-exact-id,0,
Half Moon Bouldering,US,Seattle,seed-175,seed-175,T1-exact-id,0,
High Steppe Climbing Center,US,Yakima,seed-176,seed-176,T1-exact-id,0,
Insight Climbing and Movement,US,Bainbridge Island,seed-177,seed-177,T1-exact-id,0,
Momentum Indoor Climbing – SODO,US,Seattle,seed-178,seed-178,T1-exact-id,0,
Riverfront Rock Gym,US,Wenatchee,seed-179,seed-179,T1-exact-id,0,
Rock Shop,US,Richland,seed-180,seed-180,T1-exact-id,0,
Seattle Bouldering Project – Poplar,US,Seattle,seed-181,seed-181,T1-exact-id,0,
Seattle Bouldering Project – Fremont,US,Seattle,seed-182,seed-182,T1-exact-id,0,
Seattle Bouldering Project – U-District,US,Seattle,seed-183,seed-183,T1-exact-id,0,
Seattle Bouldering Project – Upper Walls,US,Seattle,seed-184,seed-184,T1-exact-id,0,
Source Climbing Center,US,Vancouver,seed-185,seed-185,T1-exact-id,0,
Summit Everett,US,Everett,seed-186,seed-186,T1-exact-id,0,
Uplift Climbing,US,Shoreline,seed-187,seed-187,T1-exact-id,0,
Vertical World North,US,Lynnwood,seed-188,seed-188,T1-exact-id,0,
Vital Climbing Gym,US,Bellingham,seed-189,seed-189,T1-exact-id,0,
"Wild Walls, Inc.",US,Spokane,seed-190,seed-190,T1-exact-id,0,
Sender One Climbing – LAX,US,Los Angeles,seed-191,seed-191,T1-exact-id,0,
Movement – San Francisco,US,"Presidio, San Francisco",seed-192,seed-192,T1-exact-id,0,
Movement LIC,US,Long Island City,seed-193,seed-193,T1-exact-id,0,
A.I.R. – Albany's Indoor Rock Gym,US,Albany,seed-194,seed-194,T1-exact-id,0,
B.C's Climbing,US,New Paltz,seed-195,seed-195,T1-exact-id,0,
Brooklyn Bouldering Project,US,Brooklyn,seed-196,seed-196,T1-exact-id,0,
Brooklyn Boulders Queensbridge,US,Queens,seed-197,seed-197,T1-exact-id,0,
Brooklyn Uprising,US,Brooklyn,seed-198,seed-198,T1-exact-id,0,
Cayuga Climbs,US,Ithaca,seed-199,seed-199,T1-exact-id,0,
Central Rock Gym,US,Manhattan,seed-200,seed-200,T1-exact-id,0,
Central Rock Gym (Buffalo),US,Buffalo,seed-201,seed-201,T1-exact-id,0,
Central Rock Gym (Rochester),US,Rochester,seed-202,seed-202,T1-exact-id,0,
Central Rock Gym – Chelsea,US,Manhattan,seed-203,seed-203,T1-exact-id,0,
Central Rock Gym – Troy,US,Troy,seed-204,seed-204,T1-exact-id,0,
Central Rock Gym Syracuse,US,Syracuse,seed-205,seed-205,T1-exact-id,0,
Climbing Cave,US,Queensbury,seed-206,seed-206,T1-exact-id,0,
Cornerstone Climbing,US,Saratoga Springs,seed-207,seed-207,T1-exact-id,0,
GP81,US,Brooklyn,seed-208,seed-208,T1-exact-id,0,
Hudson Boulders,US,Latham,seed-209,seed-209,T1-exact-id,0,
Island Rock Gym,US,Plainview,seed-210,seed-210,T1-exact-id,0,
RockSport,US,Queensbury,seed-211,seed-211,T1-exact-id,0,
MetroRock Bushwick,US,Brooklyn,seed-212,seed-212,T1-exact-id,0,
Movement Gowanus,US,Brooklyn,seed-213,seed-213,T1-exact-id,0,
Movement Harlem,US,Manhattan,seed-214,seed-214,T1-exact-id,0,
Movement Valhalla,US,Valhalla,seed-215,seed-215,T1-exact-id,0,
Mustangs Bouldering,US,Kingston,seed-216,seed-216,T1-exact-id,0,
Rocventures,US,Rochester,seed-217,seed-217,T1-exact-id,0,
VITAL Climbing Gym – West Harlem,US,Manhattan,seed-218,seed-218,T1-exact-id,0,
Sunrise Bouldering,US,Geneseo,seed-219,seed-219,T1-exact-id,0,
Table Rock Bouldering,US,Oneonta,seed-220,seed-220,T1-exact-id,0,
The Crux – Champlain Valley Climbing Center,US,Willsboro,seed-221,seed-221,T1-exact-id,0,
The Edge Halfmoon,US,Halfmoon,seed-222,seed-222,T1-exact-id,0,
The Gravity Vault – Melville,US,Melville,seed-223,seed-223,T1-exact-id,0,
The Gravity Vault – Poughkeepsie,US,Poughkeepsie,seed-224,seed-224,T1-exact-id,0,
The Pad Binghamton,US,Binghamton,seed-225,seed-225,T1-exact-id,0,
The Rock Club,US,New Rochelle,seed-226,seed-226,T1-exact-id,0,
The Rock Health and Fitness,US,"Astoria, Queens",seed-227,seed-227,T1-exact-id,0,
The Wall at Palisades,US,West Nyack,seed-228,seed-228,T1-exact-id,0,
VITAL Climbing Gym – Brooklyn,US,Brooklyn,seed-229,seed-229,T1-exact-id,0,
VITAL Climbing Gym – LES,US,Manhattan,seed-230,seed-230,T1-exact-id,0,
VITAL Manhattan – Upper East,US,Manhattan,seed-231,seed-231,T1-exact-id,0,
Niagara Climbing Center,US,North Tonawanda,seed-232,seed-232,T1-exact-id,0,
Refuge Climbing & Fitness,US,Las Vegas,seed-233,seed-233,T1-exact-id,0,
BaseCamp at CommRow,US,Reno,seed-234,seed-234,T1-exact-id,0,
Mesa Rim Climbing & Fitness,US,Reno,seed-235,seed-235,T1-exact-id,0,
Nevada Climbing Center,US,Las Vegas,seed-236,seed-236,T1-exact-id,0,
North Peak,US,Reno,seed-237,seed-237,T1-exact-id,0,
Red Rock Climbing Center,US,Las Vegas,seed-238,seed-238,T1-exact-id,0,
The Block,US,Reno,seed-239,seed-239,T1-exact-id,0,
Active Climbing,US,Athens,seed-240,seed-240,T1-exact-id,0,
Active Climbing – Augusta,US,Grovetown,seed-241,seed-241,T1-exact-id,0,
Adrenaline Climbing,US,Suwanee,seed-242,seed-242,T1-exact-id,0,
Brunswick Rocks,US,Brunswick,seed-243,seed-243,T1-exact-id,0,
Central Rock Gym – Atlanta,US,Atlanta,seed-244,seed-244,T1-exact-id,0,
Central Rock Gym – Atlanta Bouldering,US,Doraville,seed-245,seed-245,T1-exact-id,0,
Central Rock Gym – Kennesaw,US,Kennesaw,seed-246,seed-246,T1-exact-id,0,
Central Rock Gym – Midtown,US,Atlanta,seed-247,seed-247,T1-exact-id,0,
Escalade Rock Climbing Gym,US,Kennesaw,seed-248,seed-248,T1-exact-id,0,
Escalade Rock Climbing – Peachtree City,US,Peachtree City,seed-249,seed-249,T1-exact-id,0,
Macon Rocks Climbing Gym,US,Macon,seed-250,seed-250,T1-exact-id,0,
The Climb'n Shop,US,Carrollton,seed-251,seed-251,T1-exact-id,0,
The Overlook Boulder + Fitness,US,Atlanta,seed-252,seed-252,T1-exact-id,0,
Treadstone Columbus,US,Columbus,seed-253,seed-253,T1-exact-id,0,
Wall Crawler Rock Club,US,Atlanta,seed-254,seed-254,T1-exact-id,0,
Climb Moab,US,Moab,seed-255,seed-255,T1-exact-id,0,
Contact Climbing,US,St. George,seed-256,seed-256,T1-exact-id,0,
Double-Diamond Climbing Wall,US,Park City,seed-257,seed-257,T1-exact-id,0,
Elevation Rock Gym,US,North Logan,seed-258,seed-258,T1-exact-id,0,
Fit Stop Rock Climbing Gym,US,Heber,seed-259,seed-259,T1-exact-id,0,
iROCK Utah,US,Ogden,seed-260,seed-260,T1-exact-id,0,
Iron Cliffs,US,Cedar City,seed-261,seed-261,T1-exact-id,0,
Momentum Fort Union,US,Midvale,seed-262,seed-262,T1-exact-id,0,
Momentum Indoor Climbing Gym,US,Sandy,seed-263,seed-263,T1-exact-id,0,
Momentum Lehi,US,Lehi,seed-264,seed-264,T1-exact-id,0,
Momentum Millcreek,US,Millcreek,seed-265,seed-265,T1-exact-id,0,
Salt Lake Bouldering Project,US,Salt Lake City,seed-266,seed-266,T1-exact-id,0,
The Front Climbing Club,US,Salt Lake City,seed-267,seed-267,T1-exact-id,0,
The Front Climbing Club – Ogden,US,Ogden,seed-268,seed-268,T1-exact-id,0,
The Front Climbing Club – South Main,US,Salt Lake City,seed-269,seed-269,T1-exact-id,0,
The Quarry,US,Provo,seed-270,seed-270,T1-exact-id,0,
The Scratch Pad,US,Bountiful,seed-271,seed-271,T1-exact-id,0,
Crux Climbing,US,Northport,seed-272,seed-272,T1-exact-id,0,
Gadrock,US,Gadsden,seed-273,seed-273,T1-exact-id,0,
High Point Climbing – Birmingham,US,Birmingham,seed-274,seed-274,T1-exact-id,0,
High Point Climbing – Huntsville,US,Huntsville,seed-275,seed-275,T1-exact-id,0,
High Point Climbing and Fitness – Lincoln Mill,US,Huntsville,seed-276,seed-276,T1-exact-id,0,
504 Climb,US,Springfield,seed-277,seed-277,T1-exact-id,0,
Appalachian Bouldering Center,US,Bristol,seed-278,seed-278,T1-exact-id,0,
Climb Kraft,US,Nashville,seed-279,seed-279,T1-exact-id,0,
Climb Murfreesboro,US,Murfreesboro,seed-280,seed-280,T1-exact-id,0,
Climb Nashville – West,US,Nashville,seed-281,seed-281,T1-exact-id,0,
Climb Nashville East,US,Nashville,seed-282,seed-282,T1-exact-id,0,
High Point Climbing & Fitness – Cleveland,US,Cleveland,seed-283,seed-283,T1-exact-id,0,
High Point Climbing and Fitness,US,Chattanooga,seed-284,seed-284,T1-exact-id,0,
High Point Climbing and Fitness – Memphis,US,Memphis,seed-285,seed-285,T1-exact-id,0,
High Point Climbing and Fitness – Riverside,US,Chattanooga,seed-286,seed-286,T1-exact-id,0,
Memphis Rox,US,Memphis,seed-287,seed-287,T1-exact-id,0,
Onsight Rock Gym,US,Knoxville,seed-288,seed-288,T1-exact-id,0,
River Sport Climbing Center,US,Knoxville,seed-289,seed-289,T1-exact-id,0,
Synergy Climbing and Ninja,US,Chattanooga,seed-290,seed-290,T1-exact-id,0,
The Crag – Franklin,US,Franklin,seed-291,seed-291,T1-exact-id,0,
The Crag – South Nashville,US,Nashville,seed-292,seed-292,T1-exact-id,0,
Carabiner's Climbing Wall,US,New Bedford,seed-293,seed-293,T1-exact-id,0,
Central Rock Gym – Watertown,US,Watertown,seed-294,seed-294,T1-exact-id,0,
Central Rock Gym – Hadley,US,Hadley,seed-295,seed-295,T1-exact-id,0,
Central Rock Gym – Worcester,US,Worcester,seed-296,seed-296,T1-exact-id,0,
Central Rock Gym – Framingham,US,Framingham,seed-297,seed-297,T1-exact-id,0,
Central Rock Gym – Arsenal Yards,US,Watertown,seed-298,seed-298,T1-exact-id,0,
Central Rock Gym – Boston,US,Boston,seed-299,seed-299,T1-exact-id,0,
Central Rock Gym – Cambridge (Alewife),US,Cambridge,seed-300,seed-300,T1-exact-id,0,
Central Rock Gym – Fenway,US,Boston,seed-301,seed-301,T1-exact-id,0,
Central Rock Gym – Harvard Square,US,Cambridge,seed-302,seed-302,T1-exact-id,0,
Central Rock Gym – Randolph,US,Randolph,seed-303,seed-303,T1-exact-id,0,
Central Rock Gym – Stoneham,US,Stoneham,seed-304,seed-304,T1-exact-id,0,
Central Rock Gym – Waltham,US,Waltham,seed-305,seed-305,T1-exact-id,0,
MetroRock Boston,US,Everett,seed-306,seed-306,T1-exact-id,0,
MetroRock Littleton,US,Littleton,seed-307,seed-307,T1-exact-id,0,
MetroRock Newburyport,US,Newburyport,seed-308,seed-308,T1-exact-id,0,
Rock Spot Climbing,US,Boston,seed-309,seed-309,T1-exact-id,0,
Rock Spot Climbing – South Boston,US,Boston,seed-310,seed-310,T1-exact-id,0,
Rock Spot Climbing – Brookline,US,Brookline,seed-311,seed-311,T1-exact-id,0,
Rock Spot Climbing – Malden,US,Malden,seed-312,seed-312,T1-exact-id,0,
The El Dojo,US,Northampton,seed-313,seed-313,T1-exact-id,0,
Willy's World Adventure,US,Eastham,seed-314,seed-314,T1-exact-id,0,
Aesthetic Climbing Gym,US,Lake Forest,seed-315,seed-315,T1-exact-id,0,
Agility Boulders,US,Santa Cruz,seed-316,seed-316,T1-exact-id,0,
Alpine,US,Ripon,seed-317,seed-317,T1-exact-id,0,
Asylum Climbing Gym,US,San Diego,seed-318,seed-318,T1-exact-id,0,
Benchmark Climbing – San Francisco,US,San Francisco,seed-319,seed-319,T1-exact-id,0,
Benchmark Climbing – Berkeley,US,Berkeley,seed-320,seed-320,T1-exact-id,0,
Blue Granite Climbing Gym,US,South Lake Tahoe,seed-321,seed-321,T1-exact-id,0,
Boulderdash Indoor Rock Climbing,US,Westlake Village,seed-322,seed-322,T1-exact-id,0,
Boulderdash SFV,US,Los Angeles,seed-323,seed-323,T1-exact-id,0,
Boulderdash Ventura,US,Ventura,seed-324,seed-324,T1-exact-id,0,
Bridges Rock Gym,US,El Cerrito,seed-325,seed-325,T1-exact-id,0,
Class 5 Fitness,US,Sonora,seed-326,seed-326,T1-exact-id,0,
Class 5 | Touchstone Climbing,US,Torrance,seed-327,seed-327,T1-exact-id,0,
Cliffs of Id,US,Culver City,seed-328,seed-328,T1-exact-id,0,
Diablo Rock Gym,US,Concord,seed-329,seed-329,T1-exact-id,0,
Dogpatch Boulders,US,San Francisco,seed-330,seed-330,T1-exact-id,0,
Far North Climbing Gym,US,Arcata,seed-331,seed-331,T1-exact-id,0,
Flowstone Climbing,US,Redlands,seed-332,seed-332,T1-exact-id,0,
Flux Training Center,US,Vista,seed-333,seed-333,T1-exact-id,0,
Gold Crush Climbing Gym,US,Grass Valley,seed-334,seed-334,T1-exact-id,0,
Granite Arch Climbing Center,US,Rancho Cordova,seed-335,seed-335,T1-exact-id,0,
The Gravity Vault – Marin,US,San Rafael,seed-336,seed-336,T1-exact-id,0,
Great Western Power Co.,US,Oakland,seed-337,seed-337,T1-exact-id,0,
Grotto Climbing & Yoga,US,San Diego,seed-338,seed-338,T1-exact-id,0,
Hangar 18 – East Riverside,US,Riverside,seed-339,seed-339,T1-exact-id,0,
Hangar 18 – High Desert,US,Victorville,seed-340,seed-340,T1-exact-id,0,
Hangar 18 – Long Beach,US,Signal Hill,seed-341,seed-341,T1-exact-id,0,
Hangar 18 – Mission Viejo,US,Mission Viejo,seed-342,seed-342,T1-exact-id,0,
Hangar 18 – Orange,US,Orange,seed-343,seed-343,T1-exact-id,0,
